Column,UDI,Count,Type,Description
0,eid,502641,Sequence,Encoded anonymised participant ID
1,21-0.0,500926,Categorical (single),Weight method Uses data-coding 100261 comprises 5 Integer-valued members in a simple list.
71,87-0.22,9
72,87-0.23,7
73,87-0.24,5
74,87-0.25,3
75,87-0.26,2
76,87-0.27,2
77,87-0.28,1
78,87-1.0,17008
79,87-1.1,12825
80,87-1.2,9212
81,87-1.3,6378
82,87-1.4,4276
83,87-1.5,2674
84,87-1.6,1553
85,87-1.7,868
86,87-1.8,462
87,87-1.9,237
88,87-1.10,118
89,87-1.11,57
90,87-1.12,23
91,87-1.13,12
92,87-1.14,3
93,87-1.15,3
94,87-1.16,0
95,87-1.17,0
96,87-1.18,0
97,87-1.19,0
98,87-1.20,0
99,87-1.21,0
100,87-1.22,0
101,87-1.23,0
102,87-1.24,0
103,87-1.25,0
104,87-1.26,0
105,87-1.27,0
106,87-1.28,0
107,87-2.0,8322
108,87-2.1,5708
109,87-2.2,3738
110,87-2.3,2437
111,87-2.4,1611
112,87-2.5,1092
113,87-2.6,715
114,87-2.7,444
115,87-2.8,267
116,87-2.9,172
117,87-2.10,91
118,87-2.11,50
119,87-2.12,25
120,87-2.13,13
121,87-2.14,10
122,87-2.15,2
123,87-2.16,1
124,87-2.17,0
125,87-2.18,0
126,87-2.19,0
127,87-2.20,0
128,87-2.21,0
129,87-2.22,0
130,87-2.23,0
131,87-2.24,0
132,87-2.25,0
133,87-2.26,0
134,87-2.27,0
135,87-2.28,0
136,92-0.0,391384,Integer,Operation year/age first occurred Uses data-coding 37 comprises 2 Integer-valued members in a simple list.
137,92-0.1,239418
138,92-0.2,126040
139,92-0.3,60464
140,92-0.4,27929
141,92-0.5,12613
142,92-0.6,5712
143,92-0.7,2597
144,92-0.8,1180
145,92-0.9,573
146,92-0.10,271
147,92-0.11,141
148,92-0.12,69
149,92-0.13,39
150,92-0.14,23
151,92-0.15,11
152,92-0.16,8
153,92-0.17,2
154,92-0.18,2
155,92-0.19,2
156,92-0.20,2
157,92-0.21,2
158,92-0.22,1
159,92-0.23,1
160,92-0.24,1
161,92-0.25,1
162,92-0.26,1
163,92-0.27,1
164,92-0.28,1
165,92-0.29,1
166,92-0.30,1
167,92-0.31,1
168,92-1.0,16279
169,92-1.1,10043
170,92-1.2,5042
171,92-1.3,2305
172,92-1.4,951
173,92-1.5,388
174,92-1.6,168
175,92-1.7,65
176,92-1.8,26
177,92-1.9,14
178,92-1.10,6
179,92-1.11,3
180,92-1.12,2
181,92-1.13,1
182,92-1.14,1
183,92-1.15,0
184,92-1.16,0
185,92-1.17,0
186,92-1.18,0
187,92-1.19,0
188,92-1.20,0
189,92-1.21,0
190,92-1.22,0
191,92-1.23,0
192,92-1.24,0
193,92-1.25,0
194,92-1.26,0
195,92-1.27,0
196,92-1.28,0
197,92-1.29,0
198,92-1.30,0
199,92-1.31,0
200,92-2.0,8471
201,92-2.1,5113
202,92-2.2,2527
203,92-2.3,1011
204,92-2.4,370
205,92-2.5,136
206,92-2.6,50
207,92-2.7,12
208,92-2.8,6
209,92-2.9,2
210,92-2.10,0
211,92-2.11,0
212,92-2.12,0
213,92-2.13,0
214,92-2.14,0
215,92-2.15,0
216,92-2.16,0
217,92-2.17,0
218,92-2.18,0
219,92-2.19,0
220,92-2.20,0
221,92-2.21,0
222,92-2.22,0
223,92-2.23,0
224,92-2.24,0
225,92-2.25,0
226,92-2.26,0
227,92-2.27,0
228,92-2.28,0
229,92-2.29,0
230,92-2.30,0
231,92-2.31,0
232,93-0.0,33122,Integer,"Systolic blood pressure, manual reading"
233,93-0.1,39413
234,93-1.0,138
235,93-1.1,125
236,93-2.0,248
237,93-2.1,287
238,94-0.0,33122,Integer,"Diastolic blood pressure, manual reading"
239,94-0.1,39413
240,94-1.0,138
241,94-1.1,125
242,94-2.0,248
243,94-2.1,287
244,95-0.0,33122,Integer,Pulse rate (during blood-pressure measurement)
245,95-0.1,39413
246,95-1.0,138
247,95-1.1,125
248,95-2.0,248
249,95-2.1,287
250,102-0.0,468194,Integer,"Pulse rate, automated reading"
251,102-0.1,461410
252,102-1.0,20197
253,102-1.1,20205
254,102-2.0,10811
255,102-2.1,10758
256,120-0.0,501779,Categorical (single),Birth weight known Uses data-coding 100258 comprises 3 Integer-valued members in a simple list.
257,120-1.0,20338
258,120-2.0,11075
259,129-0.0,452372,Integer,Place of birth in UK - north co-ordinate
260,129-1.0,19245
261,129-2.0,9099
262,130-0.0,452372,Integer,Place of birth in UK - east co-ordinate
263,130-1.0,19245
264,130-2.0,9099
265,134-0.0,501779,Integer,Number of self-reported cancers
266,134-1.0,20338
267,134-2.0,11075
268,135-0.0,501779,Integer,Number of self-reported non-cancer illnesses
269,135-1.0,20338
270,135-2.0,11075
271,136-0.0,501779,Integer,"Number of operations, self-reported"
272,136-1.0,20338
273,136-2.0,11075
274,137-0.0,501779,Integer,Number of treatments/medications taken
275,137-1.0,20338
276,137-2.0,11075
277,189-0.0,502014,Continuous,Townsend deprivation index at recruitment
278,670-0.0,501777,Categorical (single),Type of accommodation lived in Uses data-coding 100286 comprises 7 Integer-valued members in a simple list.
279,670-1.0,20339
280,670-2.0,11037
281,680-0.0,500383,Categorical (single),Own or rent accommodation lived in Uses data-coding 100287 comprises 8 Integer-valued members in a simple list.
282,680-1.0,20314
283,680-2.0,11019
284,699-0.0,501773,Integer,Length of time at current address Uses data-coding 100290 comprises 3 Integer-valued members in a simple list.
285,699-1.0,20339
286,699-2.0,11037
287,709-0.0,500379,Integer,Number in household Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
288,709-1.0,20314
289,709-2.0,11019
290,728-0.0,500379,Categorical (single),Number of vehicles in household Uses data-coding 100293 comprises 7 Integer-valued members in a simple list.
291,728-1.0,20314
292,728-2.0,11019
293,738-0.0,496621,Categorical (single),Average total household income before tax Uses data-coding 100294 comprises 7 Integer-valued members in a simple list.
294,738-1.0,20314
295,738-2.0,11019
296,757-0.0,287230,Integer,Time employed in main current job Uses data-coding 100290 comprises 3 Integer-valued members in a simple list.
297,757-1.0,8302
298,757-2.0,4722
299,767-0.0,287232,Integer,Length of working week for main job Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
300,767-1.0,8302
301,767-2.0,4722
302,777-0.0,284892,Integer,Frequency of travelling from home to job workplace Uses data-coding 100298 comprises 3 Integer-valued members in a simple list.
303,777-1.0,8302
304,777-2.0,4722
305,796-0.0,265688,Integer,Distance between home and job workplace Uses data-coding 100300 comprises 3 Integer-valued members in a simple list.
306,796-1.0,7475
307,796-2.0,4272
308,806-0.0,287232,Categorical (single),Job involves mainly walking or standing Uses data-coding 100301 comprises 6 Integer-valued members in a simple list.
309,806-1.0,8302
310,806-2.0,4722
311,816-0.0,287232,Categorical (single),Job involves heavy manual or physical work Uses data-coding 100301 comprises 6 Integer-valued members in a simple list.
312,816-1.0,8302
313,816-2.0,4722
314,826-0.0,287232,Categorical (single),Job involves shift work Uses data-coding 100301 comprises 6 Integer-valued members in a simple list.
315,826-1.0,8302
316,826-2.0,4722
317,845-0.0,336839,Integer,Age completed full time education Uses data-coding 100306 comprises 3 Integer-valued members in a simple list.
318,845-1.0,11222
319,845-2.0,6022
320,864-0.0,501766,Integer,Number of days/week walked 10+ minutes Uses data-coding 100307 comprises 3 Integer-valued members in a simple list.
321,864-1.0,20339
322,864-2.0,11037
323,874-0.0,477998,Integer,Duration of walks Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
324,874-1.0,19696
325,874-2.0,10813
326,884-0.0,501762,Integer,Number of days/week of moderate physical activity 10+ minutes Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
327,884-1.0,20339
328,884-2.0,11037
329,894-0.0,411130,Integer,Duration of moderate activity Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
330,894-1.0,17649
331,894-2.0,9931
332,904-0.0,501762,Integer,Number of days/week of vigorous physical activity 10+ minutes Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
333,904-1.0,20339
334,904-2.0,11037
335,914-0.0,294793,Integer,Duration of vigorous activity Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
336,914-1.0,12990
337,914-2.0,7435
338,924-0.0,499833,Categorical (single),Usual walking pace Uses data-coding 100313 comprises 5 Integer-valued members in a simple list.
339,924-1.0,20281
340,924-2.0,11025
341,943-0.0,496076,Categorical (single),Frequency of stair climbing in last 4 weeks Uses data-coding 100314 comprises 8 Integer-valued members in a simple list.
342,943-1.0,20281
343,943-2.0,11025
344,971-0.0,351043,Categorical (single),Frequency of walking for pleasure in last 4 weeks Uses data-coding 100317 comprises 8 Integer-valued members in a simple list.
345,971-1.0,15111
346,971-2.0,8653
347,981-0.0,351043,Categorical (single),Duration walking for pleasure Uses data-coding 100318 comprises 9 Integer-valued members in a simple list.
348,981-1.0,15111
349,981-2.0,8653
350,991-0.0,50077,Categorical (single),Frequency of strenuous sports in last 4 weeks Uses data-coding 100317 comprises 8 Integer-valued members in a simple list.
351,991-1.0,2224
352,991-2.0,1317
353,1001-0.0,50077,Categorical (single),Duration of strenuous sports Uses data-coding 100318 comprises 9 Integer-valued members in a simple list.
354,1001-1.0,2224
355,1001-2.0,1317
356,1011-0.0,248629,Categorical (single),Frequency of light DIY in last 4 weeks Uses data-coding 100317 comprises 8 Integer-valued members in a simple list.
357,1011-1.0,10528
358,1011-2.0,6527
359,1021-0.0,248629,Categorical (single),Duration of light DIY Uses data-coding 100318 comprises 9 Integer-valued members in a simple list.
360,1021-1.0,10528
361,1021-2.0,6527
362,1031-0.0,497982,Categorical (single),Frequency of friend/family visits Uses data-coding 100327 comprises 9 Integer-valued members in a simple list.
363,1031-1.0,20339
364,1031-2.0,11037
365,1050-0.0,497982,Integer,Time spend outdoors in summer Uses data-coding 100329 comprises 3 Integer-valued members in a simple list.
366,1050-1.0,20339
367,1050-2.0,11037
368,1060-0.0,497982,Integer,Time spent outdoors in winter Uses data-coding 100329 comprises 3 Integer-valued members in a simple list.
369,1060-1.0,20339
370,1060-2.0,11037
371,1070-0.0,501757,Integer,Time spent watching television (TV) Uses data-coding 100329 comprises 3 Integer-valued members in a simple list.
372,1070-1.0,20339
373,1070-2.0,11037
374,1080-0.0,497980,Integer,Time spent using computer Uses data-coding 100329 comprises 3 Integer-valued members in a simple list.
375,1080-1.0,20339
376,1080-2.0,11037
377,1090-0.0,501513,Integer,Time spent driving Uses data-coding 100329 comprises 3 Integer-valued members in a simple list.
378,1090-1.0,20339
379,1090-2.0,11037
380,1100-0.0,501513,Categorical (single),Drive faster than motorway speed limit Uses data-coding 100334 comprises 7 Integer-valued members in a simple list.
381,1100-1.0,20339
382,1100-2.0,11037
383,1110-0.0,501756,Categorical (single),Length of mobile phone use Uses data-coding 100335 comprises 7 Integer-valued members in a simple list.
384,1110-1.0,20339
385,1110-2.0,11037
386,1120-0.0,423441,Categorical (single),Weekly usage of mobile phone in last 3 months Uses data-coding 100336 comprises 8 Integer-valued members in a simple list.
387,1120-1.0,17571
388,1120-2.0,9933
389,1130-0.0,423441,Categorical (single),Hands-free device/speakerphone use with mobile phone in last 3 month Uses data-coding 100337 comprises 7 Integer-valued members in a simple list.
390,1130-1.0,17571
391,1130-2.0,9933
392,1140-0.0,423441,Categorical (single),Difference in mobile phone use compared to two years previously Uses data-coding 100338 comprises 6 Integer-valued members in a simple list.
393,1140-1.0,17571
394,1140-2.0,9933
395,1150-0.0,423439,Categorical (single),Usual side of head for mobile phone use Uses data-coding 100339 comprises 5 Integer-valued members in a simple list.
396,1150-1.0,17571
397,1150-2.0,9933
398,1160-0.0,501753,Integer,Sleep duration Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
399,1160-1.0,20339
400,1160-2.0,11037
401,1170-0.0,497977,Categorical (single),Getting up in morning Uses data-coding 100341 comprises 6 Integer-valued members in a simple list.
402,1170-1.0,20339
403,1170-2.0,11037
404,1180-0.0,497975,Categorical (single),Morning/evening person (chronotype) Uses data-coding 100342 comprises 6 Integer-valued members in a simple list.
405,1180-1.0,20339
406,1180-2.0,11037
407,1190-0.0,501750,Categorical (single),Nap during day Uses data-coding 100343 comprises 4 Integer-valued members in a simple list.
408,1190-1.0,20339
409,1190-2.0,11037
410,1200-0.0,501749,Categorical (single),Sleeplessness / insomnia Uses data-coding 100343 comprises 4 Integer-valued members in a simple list.
411,1200-1.0,20339
412,1200-2.0,11037
413,1210-0.0,501749,Categorical (single),Snoring Uses data-coding 100345 comprises 4 Integer-valued members in a simple list.
414,1210-1.0,20339
415,1210-2.0,11037
416,1220-0.0,501749,Categorical (single),Daytime dozing / sleeping (narcolepsy) Uses data-coding 100346 comprises 6 Integer-valued members in a simple list.
417,1220-1.0,20339
418,1220-2.0,11037
419,1239-0.0,501749,Categorical (single),Current tobacco smoking Uses data-coding 100347 comprises 4 Integer-valued members in a simple list.
420,1239-1.0,20339
421,1239-2.0,11037
422,1249-0.0,462495,Categorical (single),Past tobacco smoking Uses data-coding 100348 comprises 5 Integer-valued members in a simple list.
423,1249-1.0,19691
424,1249-2.0,10741
425,1259-0.0,459119,Categorical (single),Smoking/smokers in household Uses data-coding 100370 comprises 4 Integer-valued members in a simple list.
426,1259-1.0,19691
427,1259-2.0,10741
428,1269-0.0,462895,Integer,Exposure to tobacco smoke at home Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
429,1269-1.0,19691
430,1269-2.0,10741
431,1279-0.0,462895,Integer,Exposure to tobacco smoke outside home Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
432,1279-1.0,19691
433,1279-2.0,10741
434,1289-0.0,501747,Integer,Cooked vegetable intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
435,1289-1.0,20339
436,1289-2.0,11037
437,1299-0.0,501747,Integer,Salad / raw vegetable intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
438,1299-1.0,20339
439,1299-2.0,11037
440,1309-0.0,501747,Integer,Fresh fruit intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
441,1309-1.0,20339
442,1309-2.0,11037
443,1319-0.0,501746,Integer,Dried fruit intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
444,1319-1.0,20339
445,1319-2.0,11037
446,1329-0.0,501746,Categorical (single),Oily fish intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
447,1329-1.0,20339
448,1329-2.0,11037
449,1339-0.0,501746,Categorical (single),Non-oily fish intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
450,1339-1.0,20339
451,1339-2.0,11037
452,1349-0.0,501745,Categorical (single),Processed meat intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
453,1349-1.0,20339
454,1349-2.0,11037
455,1359-0.0,501745,Categorical (single),Poultry intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
456,1359-1.0,20339
457,1359-2.0,11037
458,1369-0.0,501745,Categorical (single),Beef intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
459,1369-1.0,20339
460,1369-2.0,11037
461,1379-0.0,501745,Categorical (single),Lamb/mutton intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
462,1379-1.0,20339
463,1379-2.0,11037
464,1389-0.0,501743,Categorical (single),Pork intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
465,1389-1.0,20339
466,1389-2.0,11037
467,1408-0.0,489753,Categorical (single),Cheese intake Uses data-coding 100377 comprises 8 Integer-valued members in a simple list.
468,1408-1.0,19918
469,1408-2.0,10832
470,1418-0.0,501660,Categorical (single),Milk type used Uses data-coding 100387 comprises 8 Integer-valued members in a simple list.
471,1418-1.0,20339
472,1418-2.0,11037
473,1428-0.0,497967,Categorical (single),Spread type Uses data-coding 100388 comprises 6 Integer-valued members in a simple list.
474,1428-1.0,20339
475,1428-2.0,11037
476,1438-0.0,497967,Integer,Bread intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
477,1438-1.0,20339
478,1438-2.0,11037
479,1448-0.0,481502,Categorical (single),Bread type Uses data-coding 100391 comprises 6 Integer-valued members in a simple list.
480,1448-1.0,19595
481,1448-2.0,10547
482,1458-0.0,501626,Integer,Cereal intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
483,1458-1.0,20339
484,1458-2.0,11037
485,1468-0.0,415328,Categorical (single),Cereal type Uses data-coding 100393 comprises 7 Integer-valued members in a simple list.
486,1468-1.0,17129
487,1468-2.0,9105
488,1478-0.0,501743,Categorical (single),Salt added to food Uses data-coding 100394 comprises 5 Integer-valued members in a simple list.
489,1478-1.0,20339
490,1478-2.0,11037
491,1488-0.0,501743,Integer,Tea intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
492,1488-1.0,20339
493,1488-2.0,11037
494,1498-0.0,501743,Integer,Coffee intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
495,1498-1.0,20339
496,1498-2.0,11037
497,1508-0.0,386320,Categorical (single),Coffee type Uses data-coding 100397 comprises 6 Integer-valued members in a simple list.
498,1508-1.0,16555
499,1508-2.0,8999
500,1518-0.0,501743,Categorical (single),Hot drink temperature Uses data-coding 100398 comprises 5 Integer-valued members in a simple list.
501,1518-1.0,20339
502,1518-2.0,11037
503,1528-0.0,501743,Integer,Water intake Uses data-coding 100373 comprises 3 Integer-valued members in a simple list.
504,1528-1.0,20339
505,1528-2.0,11037
506,1538-0.0,501743,Categorical (single),Major dietary changes in the last 5 years Uses data-coding 100400 comprises 4 Integer-valued members in a simple list.
507,1538-1.0,20339
508,1538-2.0,11037
509,1548-0.0,497967,Categorical (single),Variation in diet Uses data-coding 100401 comprises 5 Integer-valued members in a simple list.
510,1548-1.0,20339
511,1548-2.0,11037
512,1558-0.0,501743,Categorical (single),Alcohol intake frequency. Uses data-coding 100402 comprises 7 Integer-valued members in a simple list.
513,1558-1.0,20339
514,1558-2.0,11037
515,1568-0.0,346575,Integer,Average weekly red wine intake Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
516,1568-1.0,14513
517,1568-2.0,7835
518,1578-0.0,346574,Integer,Average weekly champagne plus white wine intake Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
519,1578-1.0,14513
520,1578-2.0,7835
521,1588-0.0,346574,Integer,Average weekly beer plus cider intake Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
522,1588-1.0,14513
523,1588-2.0,7835
524,1598-0.0,346574,Integer,Average weekly spirits intake Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
525,1598-1.0,14513
526,1598-2.0,7835
527,1608-0.0,346574,Integer,Average weekly fortified wine intake Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
528,1608-1.0,14513
529,1608-2.0,7835
530,1618-0.0,387416,Categorical (single),Alcohol usually taken with meals Uses data-coding 100416 comprises 5 Integer-valued members in a simple list.
531,1618-1.0,18972
532,1618-2.0,10315
533,1628-0.0,460476,Categorical (single),Alcohol intake versus 10 years previously Uses data-coding 100417 comprises 5 Integer-valued members in a simple list.
534,1628-1.0,18972
535,1628-2.0,10315
536,1647-0.0,501742,Categorical (single),Country of birth (UK/elsewhere) Uses data-coding 100420 comprises 8 Integer-valued members in a simple list.
537,1647-1.0,20339
538,1647-2.0,11037
539,1677-0.0,501742,Categorical (single),Breastfed as a baby Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
540,1677-1.0,20339
541,1677-2.0,11037
542,1687-0.0,501742,Categorical (single),Comparative body size at age 10 Uses data-coding 100428 comprises 5 Integer-valued members in a simple list.
543,1687-1.0,20339
544,1687-2.0,11037
545,1697-0.0,501742,Categorical (single),Comparative height size at age 10 Uses data-coding 100429 comprises 5 Integer-valued members in a simple list.
546,1697-1.0,20339
547,1697-2.0,11037
548,1707-0.0,501742,Categorical (single),Handedness (chirality/laterality) Uses data-coding 100430 comprises 4 Integer-valued members in a simple list.
549,1707-1.0,20339
550,1707-2.0,11037
551,1717-0.0,501741,Categorical (single),Skin colour Uses data-coding 100431 comprises 8 Integer-valued members in a simple list.
552,1717-1.0,20339
553,1717-2.0,11037
554,1727-0.0,497965,Categorical (single),Ease of skin tanning Uses data-coding 100432 comprises 6 Integer-valued members in a simple list.
555,1727-1.0,20339
556,1727-2.0,11037
557,1737-0.0,497965,Integer,Childhood sunburn occasions Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
558,1737-1.0,20339
559,1737-2.0,11037
560,1747-0.0,501741,Categorical (single),"Hair colour (natural, before greying) Uses data-coding 100434 comprises 8 Integer-valued members in a simple list."
561,1747-1.0,20339
562,1747-2.0,11037
563,1757-0.0,497964,Categorical (single),Facial ageing Uses data-coding 100435 comprises 5 Integer-valued members in a simple list.
564,1757-1.0,20339
565,1757-2.0,11037
566,1767-0.0,501740,Categorical (single),Adopted as a child Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
567,1767-1.0,20339
568,1767-2.0,11037
569,1777-0.0,494379,Categorical (single),Part of a multiple birth Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
570,1777-1.0,20072
571,1777-2.0,10860
572,1787-0.0,494379,Categorical (single),Maternal smoking around birth Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
573,1787-1.0,20072
574,1787-2.0,10860
575,1797-0.0,494378,Categorical (single),Father still alive Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
576,1797-1.0,20072
577,1797-2.0,10860
578,1807-0.0,378167,Integer,Father's age at death Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
579,1807-1.0,16965
580,1807-2.0,9130
581,1835-0.0,494378,Categorical (single),Mother still alive Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
582,1835-1.0,20072
583,1835-2.0,10860
584,1845-0.0,199393,Integer,Mother's age Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
585,1845-1.0,5863
586,1845-2.0,3267
587,1873-0.0,494375,Integer,Number of full brothers Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
588,1873-1.0,20072
589,1873-2.0,10860
590,1883-0.0,494375,Integer,Number of full sisters Uses data-coding 100291 comprises 2 Integer-valued members in a simple list.
591,1883-1.0,20072
592,1883-2.0,10860
593,1920-0.0,501736,Categorical (single),Mood swings Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
594,1920-1.0,20339
595,1920-2.0,11037
596,1930-0.0,501736,Categorical (single),Miserableness Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
597,1930-1.0,20339
598,1930-2.0,11037
599,1940-0.0,501736,Categorical (single),Irritability Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
600,1940-1.0,20339
601,1940-2.0,11037
602,1950-0.0,501735,Categorical (single),Sensitivity / hurt feelings Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
603,1950-1.0,20339
604,1950-2.0,11037
605,1960-0.0,501735,Categorical (single),Fed-up feelings Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
606,1960-1.0,20339
607,1960-2.0,11037
608,1970-0.0,501735,Categorical (single),Nervous feelings Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
609,1970-1.0,20339
610,1970-2.0,11037
611,1980-0.0,501734,Categorical (single),Worrier / anxious feelings Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
612,1980-1.0,20339
613,1980-2.0,11037
614,1990-0.0,501734,Categorical (single),Tense / 'highly strung' Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
615,1990-1.0,20339
616,1990-2.0,11037
617,2000-0.0,501734,Categorical (single),Worry too long after embarrassment Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
618,2000-1.0,20339
619,2000-2.0,11037
620,2010-0.0,501734,Categorical (single),Suffer from 'nerves' Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
621,2010-1.0,20339
622,2010-2.0,11037
623,2020-0.0,501733,Categorical (single),"Loneliness, isolation Uses data-coding 100349 comprises 4 Integer-valued members in a simple list."
624,2020-1.0,20339
625,2020-2.0,11037
626,2030-0.0,501733,Categorical (single),Guilty feelings Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
627,2030-1.0,20339
628,2030-2.0,11037
629,2040-0.0,501733,Categorical (single),Risk taking Uses data-coding 100349 comprises 4 Integer-valued members in a simple list.
630,2040-1.0,20339
631,2040-2.0,11037
632,2050-0.0,501733,Categorical (single),Frequency of depressed mood in last 2 weeks Uses data-coding 100484 comprises 6 Integer-valued members in a simple list.
633,2050-1.0,20339
634,2050-2.0,11037
635,2060-0.0,501732,Categorical (single),Frequency of unenthusiasm / disinterest in last 2 weeks Uses data-coding 100484 comprises 6 Integer-valued members in a simple list.
636,2060-1.0,20339
637,2060-2.0,11037
638,2070-0.0,501731,Categorical (single),Frequency of tenseness / restlessness in last 2 weeks Uses data-coding 100484 comprises 6 Integer-valued members in a simple list.
639,2070-1.0,20339
640,2070-2.0,11037
641,2080-0.0,501730,Categorical (single),Frequency of tiredness / lethargy in last 2 weeks Uses data-coding 100484 comprises 6 Integer-valued members in a simple list.
642,2080-1.0,20339
643,2080-2.0,11037
644,2090-0.0,501729,Categorical (single),"Seen doctor (GP) for nerves, anxiety, tension or depression Uses data-coding 100349 comprises 4 Integer-valued members in a simple list."
645,2090-1.0,20339
646,2090-2.0,11037
647,2100-0.0,501729,Categorical (single),"Seen a psychiatrist for nerves, anxiety, tension or depression Uses data-coding 100349 comprises 4 Integer-valued members in a simple list."
648,2100-1.0,20339
649,2100-2.0,11037
